Type,Buy,Cur.,Sell,Cur..1,Fee,Cur..2,Exchange,Group,Comment,Date
Trade,7.08724683,ETH,0.2408955197517,BTC,0.0008431343191309,BTC,Coinbase Pro,default,"Trade (Trade ID: 11803051.0): Buy 7.08724683 ETH, Sell 0.24089552 BTC, Fee 0.00084313 BTC",05-01-2021 01:59:35
Trade,0.275,ETH,0.00934175,BTC,3.2696125e-05,BTC,Coinbase Pro,default,"Trade (Trade ID: 11803048.0): Buy 0.27500000 ETH, Sell 0.00934175 BTC, Fee 0.00003270 BTC",05-01-2021 01:59:35
Trade,0.5,ETH,0.01699,BTC,5.9465e-05,BTC,Coinbase Pro,default,"Trade (Trade ID: 11803049.0): Buy 0.50000000 ETH, Sell 0.01699000 BTC, Fee 0.00005947 BTC",05-01-2021 01:59:35
Trade,2.4,ETH,0.081552,BTC,0.000285432,BTC,Coinbase Pro,default,"Trade (Trade ID: 11803050.0): Buy 2.40000000 ETH, Sell 0.08155200 BTC, Fee 0.00028543 BTC",05-01-2021 01:59:35
Withdrawal,0.0,,10.26224683,ETH,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 54ce09ed-00ec-428c-8b77-a4505fdb04ae),05-01-2021 02:05:06
Deposit,0.05,ETH,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 05c6bf8b-9e5a-4acc-afdb-d631b78a82d8),09-01-2021 02:26:53
Deposit,5.0,ETH,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: d81208e3-fe8f-4106-bd0b-fb6d8485ca9e),09-01-2021 02:34:01
Deposit,0.25,BTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: d36a7ab9-0d9c-461e-b112-6a0478f97581),09-01-2021 02:35:07
Trade,9934.4015297348,USD,0.25000331,BTC,34.7704053540718,USD,Coinbase Pro,default,"Trade (Trade ID: 120532514.0): Buy 9934.40152973 USD, Sell 0.25000331 BTC, Fee 34.77040535 USD",09-01-2021 02:45:59
Deposit,20.0,ETH,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 78dd4138-ed50-4d05-8057-195643bf5abb),09-01-2021 02:48:23
Trade,534.825,USD,0.45,ETH,1.8718875,USD,Coinbase Pro,default,"Trade (Trade ID: 74688029.0): Buy 534.82500000 USD, Sell 0.45000000 ETH, Fee 1.87188750 USD",09-01-2021 02:48:52
Trade,1188.5,USD,1.0,ETH,4.15975,USD,Coinbase Pro,default,"Trade (Trade ID: 74688030.0): Buy 1188.50000000 USD, Sell 1.00000000 ETH, Fee 4.15975000 USD",09-01-2021 02:48:52
Trade,4040.866,USD,3.4,ETH,14.143031,USD,Coinbase Pro,default,"Trade (Trade ID: 74688031.0): Buy 4040.86600000 USD, Sell 3.40000000 ETH, Fee 14.14303100 USD",09-01-2021 02:48:52
Trade,237.69,USD,0.2,ETH,0.831915,USD,Coinbase Pro,default,"Trade (Trade ID: 74688032.0): Buy 237.69000000 USD, Sell 0.20000000 ETH, Fee 0.83191500 USD",09-01-2021 02:48:52
Trade,4065.992,USD,3.4,ETH,14.230972,USD,Coinbase Pro,default,"Trade (Trade ID: 74689123.0): Buy 4065.99200000 USD, Sell 3.40000000 ETH, Fee 14.23097200 USD",09-01-2021 02:55:05
Trade,19851.608,USD,16.6,ETH,69.480628,USD,Coinbase Pro,default,"Trade (Trade ID: 74689124.0): Buy 19851.60800000 USD, Sell 16.60000000 ETH, Fee 69.48062800 USD",09-01-2021 02:55:05
Deposit,8.0,ETH,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: c329df72-4e41-4edd-9de1-f4a88ad810d9),09-01-2021 03:08:57
Trade,3909.9254150742,USD,3.23257223,ETH,9.7748135376855,USD,Coinbase Pro,default,"Trade (Trade ID: 74691860.0): Buy 3909.92541507 USD, Sell 3.23257223 ETH, Fee 9.77481354 USD",09-01-2021 03:10:44
Trade,5766.3945849258,USD,4.76742777,ETH,14.4159864623145,USD,Coinbase Pro,default,"Trade (Trade ID: 74691861.0): Buy 5766.39458493 USD, Sell 4.76742777 ETH, Fee 14.41598646 USD",09-01-2021 03:10:44
Deposit,9648.0,USD,0.0,,0.0,,Coinbase Pro,mom,Deposit (Transfer ID: nan),09-01-2021 04:06:43
