Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT5ANpsSjC4wRoOPFZE98kWD,Interest,NEXO,0.00107036,NEXO,0.00107036,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-08 05:00:10
NXT3wZ0dJ0AeCE5x17DCoxkle,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-07 22:00:02
NXT3bblov720CkOGPyguXCNni,Interest,ETH,0.00008699,ETH,0.00008699,$0.14,-,-,"approved / ETH Interest Earned",2022-08-07 05:00:10
NXT2dUGNYNyBIg2hpevssgF3D,Interest,NEXO,0.00107024,NEXO,0.00107024,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-07 05:00:10
NXT6vkvXjigx15KmfGwFDFPaS,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-06 22:00:02
NXT6f0qE3earvhEGF5XJOFCVx,Interest,NEXO,0.00107013,NEXO,0.00107013,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-06 05:00:10
NXT4Aqa9fkDNGLKRWIaZZrMtK,Interest,ETH,0.00008698,ETH,0.00008698,$0.15,-,-,"approved / ETH Interest Earned",2022-08-06 05:00:10
NXT2H8uyZRlAQEEsWCvNTSrmr,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-05 22:00:03
NXT6EdPIq0MWXjlbzR1eheVx3,Interest,NEXO,0.00107001,NEXO,0.00107001,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-05 05:00:11
NXT43iTNntQ8EMNA8b4H2JSuS,Interest,ETH,0.00008697,ETH,0.00008697,$0.14,-,-,"approved / ETH Interest Earned",2022-08-05 05:00:11
NXT5nAybFP9WJo1y8S33MnpPn,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-04 22:00:03
NXT5qQVRSk2YQLdLMKnH593xc,Interest,NEXO,0.00106990,NEXO,0.00106990,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-04 05:00:10
NXT2Ex4xan6Z1EAYyZhnxxyRF,Interest,ETH,0.00008695,ETH,0.00008695,$0.14,-,-,"approved / ETH Interest Earned",2022-08-04 05:00:10
NXT6ied83729akLOijV4ARHkt,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-03 22:00:02
NXT5x72SnHuvyIZx9MCHrXDiK,Interest,ETH,0.00008694,ETH,0.00008694,$0.14,-,-,"approved / ETH Interest Earned",2022-08-03 05:00:10
NXT52jqKAiHELOEoOK4wYo6cF,Interest,NEXO,0.00106978,NEXO,0.00106978,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-03 05:00:10
NXT7Yxt3dyF31rMoVeNKZa3aG,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-02 22:00:03
NXT7jr9YQg3TDi2yeu8GUEmyX,Interest,ETH,0.00008693,ETH,0.00008693,$0.13,-,-,"approved / ETH Interest Earned",2022-08-02 05:00:10
NXT6ktoG5iP7ZE53kU2Ntm7ZD,Interest,NEXO,0.00106967,NEXO,0.00106967,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-02 05:00:10
NXT14y3uQM4zXD1UCp18oT41r,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-01 22:00:02
NXT6R98ttu7twjMsedzEIp8IA,Interest,ETH,0.00008692,ETH,0.00008692,$0.14,-,-,"approved / ETH Interest Earned",2022-08-01 05:00:10
NXTdu6IA7dwFucCsdyrVCnd6,Interest,NEXO,0.00106956,NEXO,0.00106956,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-01 05:00:10
NXT2N5KkLVMiWVFzLaQ15s9G3,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-31 22:00:02
NXT7DT8V808uvtr52NCMBs6Jn,Interest,ETH,0.00008691,ETH,0.00008691,$0.14,-,-,"approved / ETH Interest Earned",2022-07-31 05:00:10
NXT6gMGEEhaROKwlRox7RWqAZ,Interest,NEXO,0.00106944,NEXO,0.00106944,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-31 05:00:10
NXT1lmqe886c0uT9gwbSVQR9t,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-30 22:00:02
NXT5am2OGTTAoiPQtxbnT0Ey6,Interest,NEXO,0.00106933,NEXO,0.00106933,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-30 05:00:10
NXT2EUrTrcrYiFl8f59PD3pF5,Interest,ETH,0.00008690,ETH,0.00008690,$0.14,-,-,"approved / ETH Interest Earned",2022-07-30 05:00:10
NXT4IvSEXmGMQdzi9vkULgVJ9,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-29 22:00:02
NXT6Ryq1Rd4PFxp1TVvgFNWeC,Interest,NEXO,0.00106921,NEXO,0.00106921,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-29 05:00:10
NXT34dUfUAOW5IIQr26vuT5ps,Interest,ETH,0.00008689,ETH,0.00008689,$0.15,-,-,"approved / ETH Interest Earned",2022-07-29 05:00:10
NXT1rUjHnOMXU1OaxSe4izcs4,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-28 22:00:02
NXT7GgCbOplSvh0fUJXhtaLGl,Interest,ETH,0.00008688,ETH,0.00008688,$0.14,-,-,"approved / ETH Interest Earned",2022-07-28 05:00:10
NXTbexwYCyQTuFfmTuoBMJdu,Interest,NEXO,0.00106910,NEXO,0.00106910,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-28 05:00:10
NXT3w8ZEQnbLERoLSFTq3RCm5,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-27 22:00:02
NXT6ZuVSP76gsmyNwaeFvbJAr,Interest,ETH,0.00008687,ETH,0.00008687,$0.12,-,-,"approved / ETH Interest Earned",2022-07-27 05:00:10
NXT30Mokli59N3IbW9svTWlO2,Interest,NEXO,0.00106898,NEXO,0.00106898,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-27 05:00:10
NXT7T3HqcuNHJgKL96q4owBuu,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-26 22:00:02
NXT2TsxTQYE9gPf2ZShYGpi4F,Interest,NEXO,0.00106887,NEXO,0.00106887,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-26 05:00:10
NXT1OCMgk1FSUODkNS0AUJLIF,Interest,ETH,0.00008686,ETH,0.00008686,$0.12,-,-,"approved / ETH Interest Earned",2022-07-26 05:00:10
NXT4lu2tNDryqtOv4Hw1rFztu,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-25 22:00:02
NXT4Xl1R7olQg3JrHxQkHAiJ2,Interest,ETH,0.00008685,ETH,0.00008685,$0.13,-,-,"approved / ETH Interest Earned",2022-07-25 05:00:10
NXT485v0K3MZnyPKnWOmzYh5T,Interest,NEXO,0.00106875,NEXO,0.00106875,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-25 05:00:10
NXT73A5rK6kVH1TBDJHlb1Ce,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-24 22:00:02
NXT4vR1UI7KOOH0wTP8paMGbh,Interest,NEXO,0.00106864,NEXO,0.00106864,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-24 05:00:10
NXT14MnW4TY3sZ5pjaE2ggwGY,Interest,ETH,0.00008684,ETH,0.00008684,$0.13,-,-,"approved / ETH Interest Earned",2022-07-24 05:00:10
NXT5b9W9HvRxhVZmafBXpCNR4,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-23 22:00:02
NXT5Xgj04aLf7YYturDxzjJUa,Interest,ETH,0.00008683,ETH,0.00008683,$0.13,-,-,"approved / ETH Interest Earned",2022-07-23 05:00:10
NXT2pGEyrEEHu3ps2XK2grRrt,Interest,NEXO,0.00106852,NEXO,0.00106852,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-23 05:00:10
NXT44aYAHftVWRN8jFBjz2d7s,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-22 22:00:02
NXT4au72uiGw3MsrWIquSGjkn,Interest,ETH,0.00008682,ETH,0.00008682,$0.13,-,-,"approved / ETH Interest Earned",2022-07-22 05:00:09
NXT2ysa8LAvkLKuOKZmtQnK3s,Interest,NEXO,0.00106841,NEXO,0.00106841,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-22 05:00:09
NXT509ulpYTKQJQgqXCQCqpMD,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-21 22:00:02
NXT7Z2faIZJM10FbZfbmquf8r,Interest,NEXO,0.00106829,NEXO,0.00106829,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-21 05:00:09
NXT6OyVgbkKSffUMsXdJZabVh,Interest,ETH,0.00008681,ETH,0.00008681,$0.12,-,-,"approved / ETH Interest Earned",2022-07-21 05:00:09
NXT70JHAXTlNexh2eTI3xC5wR,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-20 22:00:03
NXT4DaF3cpQ7EoSTUE8jhlazN,Interest,NEXO,0.00106818,NEXO,0.00106818,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-20 05:00:13
NXT46gJ0IjbdkyyrPan0ZNO8,Interest,ETH,0.00008680,ETH,0.00008680,$0.13,-,-,"approved / ETH Interest Earned",2022-07-20 05:00:13
NXT5f99Rn0vI6o97qSsXvFUqR,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-19 22:00:02
NXT6zZvc0wZPXpBKaJuPcRZj1,Interest,ETH,0.00008679,ETH,0.00008679,$0.13,-,-,"approved / ETH Interest Earned",2022-07-19 05:00:10
NXT5c23yJ1aoXKPnlqUlCfKlB,Interest,NEXO,0.00106806,NEXO,0.00106806,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-19 05:00:10
NXT6C39ztHcMR5o4KegAIWzE5,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-18 22:00:02
NXT6LJdi1Lcj71PxTJFhcVRkb,Interest,ETH,0.00008678,ETH,0.00008678,$0.12,-,-,"approved / ETH Interest Earned",2022-07-18 05:00:09
NXT6984f1Dp08yUMQJeGqa2dl,Interest,NEXO,0.00106795,NEXO,0.00106795,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-18 05:00:09
NXT2cJleGYDJP2g3ZCAIB8EYJ,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-17 22:00:02
NXT2WSfQVShDSCLi2EOa9nLb8,Interest,NEXO,0.00106783,NEXO,0.00106783,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-17 05:00:08
NXT1JxUCCsMDfFG9kAadOd4P6,Interest,ETH,0.00008677,ETH,0.00008677,$0.11,-,-,"approved / ETH Interest Earned",2022-07-17 05:00:08
NXT1I5YJrNWUttTS3pHgWiTQY,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-16 22:00:02
NXT6brMSptHSgo8uoaJd0kYS3,Interest,ETH,0.00008676,ETH,0.00008676,$0.10,-,-,"approved / ETH Interest Earned",2022-07-16 05:00:09
NXTbePf8bxaJGUh91379gsfZ,Interest,NEXO,0.00106772,NEXO,0.00106772,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-16 05:00:09
NXT15tm6bckWuwHT0UaMVnCVV,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-15 22:00:02
NXT56x0AfXMySfCWyd2oOuk3e,Interest,ETH,0.00008675,ETH,0.00008675,$0.10,-,-,"approved / ETH Interest Earned",2022-07-15 05:00:09
NXT1P5YCwP6w0ExakBS3HFVoX,Interest,NEXO,0.00106760,NEXO,0.00106760,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-15 05:00:09
NXT5dA32xYJoAZLEwiZQTCjGP,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-14 22:00:03
NXT65YHJXsP8bnHUgaSD8jam0,Interest,NEXO,0.00106749,NEXO,0.00106749,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-14 05:00:07
NXT4B1HmzQgs3dvXZkTxatywX,Interest,ETH,0.00008674,ETH,0.00008674,$0.09,-,-,"approved / ETH Interest Earned",2022-07-14 05:00:07
NXT2Sdnl77VswazXOYBi14yJQ,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-13 22:00:02
NXT7D3Bfn7bIPrm9s3QOqMi7d,Interest,NEXO,0.00106737,NEXO,0.00106737,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-13 05:00:07
NXT1NglRhO9bckwafmY3e5uaq,Interest,ETH,0.00008672,ETH,0.00008672,$0.09,-,-,"approved / ETH Interest Earned",2022-07-13 05:00:07
NXT2mI5yv8QUjQ5f4ISbenfzl,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-12 22:00:03
NXT5779Ghe4t1RCNiADcXKI9Z,Interest,NEXO,0.00106726,NEXO,0.00106726,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-12 05:00:11
NXT3pWsR94V8YMIvCtKBevFng,Interest,ETH,0.00008671,ETH,0.00008671,$0.09,-,-,"approved / ETH Interest Earned",2022-07-12 05:00:11
NXTUKbVYGPnZ6jRIWr7Ki6nc,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-11 22:00:02
NXT1TnzdGlov385m0izzLFWfT,Interest,ETH,0.00008670,ETH,0.00008670,$0.09,-,-,"approved / ETH Interest Earned",2022-07-11 05:00:11
NXTJxLggigeMRFlZqiElkBVd,Interest,NEXO,0.00106714,NEXO,0.00106714,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-11 05:00:11
NXT2IOJ1pjKw1UuXli1a2QZGa,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-10 22:00:02
NXT7VKFyzCJ5PDjaK6fgcT41e,Interest,ETH,0.00008669,ETH,0.00008669,$0.10,-,-,"approved / ETH Interest Earned",2022-07-10 05:00:11
NXT3YJox7A8fhPkqZVmWRlz0l,Interest,NEXO,0.00106703,NEXO,0.00106703,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-10 05:00:11
NXT1wwjtoIjxWGPMVstjpU4gx,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-09 22:00:02
NXT3XtJflUvOOBt9HKBz62lip,Interest,ETH,0.00008668,ETH,0.00008668,$0.10,-,-,"approved / ETH Interest Earned",2022-07-09 05:00:10
NXT1LPXdCcHQwlef4D6485VIA,Interest,NEXO,0.00106691,NEXO,0.00106691,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-09 05:00:10
NXT4jpZD13iey78rZyLIG6QON,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-08 22:00:02
NXT7mmnH1O4sQpKVCQSv9gePp,Interest,NEXO,0.00106680,NEXO,0.00106680,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-08 05:00:10
NXT1HFIKtlDZZhhe4L125EycT,Interest,ETH,0.00008667,ETH,0.00008667,$0.10,-,-,"approved / ETH Interest Earned",2022-07-08 05:00:10
NXTWdlzpdORMVZjMWy6Ri0uu,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-07 22:00:02
NXT4sEP85bo6UGaAo9U7Dn248,Interest,NEXO,0.00106669,NEXO,0.00106669,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-07 05:00:09
NXTo4a85HXyPQFd9q8DmWrul,Interest,ETH,0.00008666,ETH,0.00008666,$0.10,-,-,"approved / ETH Interest Earned",2022-07-07 05:00:09
NXT1OJ0Ps3wnvJCTxInmgTMi0,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-06 22:00:02
NXT7XdcfhWTTbNIx87BXej5lw,Interest,NEXO,0.00106657,NEXO,0.00106657,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-06 05:00:09
NXTlPstpksKP1LIyQcyTvCHb,Interest,ETH,0.00008665,ETH,0.00008665,$0.09,-,-,"approved / ETH Interest Earned",2022-07-06 05:00:09
NXT3Md3BrcliZsmeCdIodew42,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-05 22:00:03
NXT5YVEJyvrEgfjQ2YcP2b0yS,Interest,NEXO,0.00106646,NEXO,0.00106646,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-05 05:00:09
NXT4ZXHfzYaRr7dxzsfP90HEs,Interest,ETH,0.00008664,ETH,0.00008664,$0.09,-,-,"approved / ETH Interest Earned",2022-07-05 05:00:09
NXT1IipyzlAG1TZLTzbiZ5iAb,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-04 22:00:02
NXT68KfSUzZDjiaEmY8sUMt4s,Interest,ETH,0.00008663,ETH,0.00008663,$0.09,-,-,"approved / ETH Interest Earned",2022-07-04 05:00:09
NXT37BYyiakcwhZYcAFzufkJh,Interest,NEXO,0.00106634,NEXO,0.00106634,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-04 05:00:09
NXT4eZQKOEeD8XoSeF9XwDH6p,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-03 22:00:02
NXT4vksRUB6FFaxFnUiKNOWBC,Interest,ETH,0.00008662,ETH,0.00008662,$0.09,-,-,"approved / ETH Interest Earned",2022-07-03 05:00:09
NXTZaGvlCCkWRs41qkh2Mboa,Interest,NEXO,0.00106623,NEXO,0.00106623,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-03 05:00:09
NXT7jIkOjvr93fjo0xg8e0EGl,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-02 22:00:03
NXT41cvyuxrU958MFw0bCOelJ,Interest,ETH,0.00008661,ETH,0.00008661,$0.09,-,-,"approved / ETH Interest Earned",2022-07-02 05:00:09
NXT3eksBOF3IGS9KgiDCuljPJ,Interest,NEXO,0.00106611,NEXO,0.00106611,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-02 05:00:09
NXT3yLy6IntHskepNF2VVZVnr,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-07-01 22:00:02
NXT6Zwg1VK86HPTiHh2oSuyYE,Interest,NEXO,0.00106600,NEXO,0.00106600,$0.00,-,-,"approved / NEXO Interest Earned",2022-07-01 05:00:08
NXT53KS2MBZ2l2eHFGqZ98vsa,Interest,ETH,0.00008660,ETH,0.00008660,$0.09,-,-,"approved / ETH Interest Earned",2022-07-01 05:00:08
NXT2j0DkOImoBDGgvy93EkhxQ,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-30 22:00:02
NXT7MEDEfJN5qUBfvZCJzb3tc,Interest,NEXO,0.00183866,NEXO,0.00183866,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-30 05:00:08
NXT28kluUu5Mqo0K82LmnUpD4,Interest,ETH,0.00008659,ETH,0.00008659,$0.09,-,-,"approved / ETH Interest Earned",2022-06-30 05:00:08
NXT2x4Ci7xvC9ZFgr2WjbiKUG,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-29 22:00:02
NXT5hRGPpVWfrHwAH6mzWN9WV,Interest,ETH,0.00008658,ETH,0.00008658,$0.09,-,-,"approved / ETH Interest Earned",2022-06-29 05:00:07
NXT2ohhRCxHju79SC7JOOEF7d,Interest,NEXO,0.00183832,NEXO,0.00183832,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-29 05:00:07
NXT6f1E2aEn3YuwKWAoMavxrX,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-28 22:00:02
NXT7kLMFzwv51S9GDluTQwi4N,Interest,ETH,0.00008657,ETH,0.00008657,$0.10,-,-,"approved / ETH Interest Earned",2022-06-28 05:00:06
NXT6cDE4XiDzYskY1cQRfgEfH,Interest,NEXO,0.00183798,NEXO,0.00183798,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-28 05:00:06
NXT7Dy7IBIKWw1bDMF6mHafqB,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-27 22:00:03
NXT4qfIjMXQl7VYN1rTMj5iYA,Interest,ETH,0.00008656,ETH,0.00008656,$0.10,-,-,"approved / ETH Interest Earned",2022-06-27 05:00:07
NXTAFmG2QRFsyNBeS5kqu2SF,Interest,NEXO,0.00183764,NEXO,0.00183764,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-27 05:00:07
NXT4ocS4Z3WtLIN6XBo2vkdKV,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-26 22:00:03
NXT34xDacDLWZgH2iaCpzfUd9,Interest,NEXO,0.00183730,NEXO,0.00183730,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-26 05:00:07
NXT2fC7Jff8pGTpVTFvphd43Q,Interest,ETH,0.00008655,ETH,0.00008655,$0.10,-,-,"approved / ETH Interest Earned",2022-06-26 05:00:07
NXT2fWPLK3tcIdQYmV9E2VPxY,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-25 22:00:02
NXT1QdQOSY8jsgQ0MBI6uuKLS,Interest,ETH,0.00008654,ETH,0.00008654,$0.10,-,-,"approved / ETH Interest Earned",2022-06-25 05:00:07
NXTZViDJCsQINWUPaQvhizxC,Interest,NEXO,0.00183696,NEXO,0.00183696,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-25 05:00:07
NXT2JbWeeQ1yDmJ3Fl1moOwWK,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-24 22:00:02
NXT7HbkGLjox2SQQpqc1Ut91J,Interest,ETH,0.00008653,ETH,0.00008653,$0.09,-,-,"approved / ETH Interest Earned",2022-06-24 05:00:06
NXT2VRjEXZjC2NVvkY1q5vUcg,Interest,NEXO,0.00183662,NEXO,0.00183662,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-24 05:00:06
NXT37u81ki7XBxAUH8sJODhAl,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-23 22:00:02
NXT6gnSNcVG4mAEarRSao309Z,Interest,NEXO,0.00183628,NEXO,0.00183628,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-23 05:00:07
NXT6LOcbshs4UvFkbPbV86U08,Interest,ETH,0.00008652,ETH,0.00008652,$0.09,-,-,"approved / ETH Interest Earned",2022-06-23 05:00:07
NXT4AkR9lmmc1e47PvU3XRTKL,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-22 22:00:02
NXT7XNPeolahk2JdzvY57Qfen,Interest,NEXO,0.00183594,NEXO,0.00183594,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-22 05:00:07
NXT6nrIuSF7c4QfvnGHLSOvqX,Interest,ETH,0.00008651,ETH,0.00008651,$0.09,-,-,"approved / ETH Interest Earned",2022-06-22 05:00:07
NXT59DR2ZfQibZIWahMgD51ph,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-21 22:00:02
NXT6AHdxYhZogtaV2Nq03rGAB,Interest,NEXO,0.00183560,NEXO,0.00183560,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-21 05:00:07
NXT1OIe2AKOaS7EBnZqIMJ8lf,Interest,ETH,0.00008649,ETH,0.00008649,$0.09,-,-,"approved / ETH Interest Earned",2022-06-21 05:00:07
NXTOevHUp0k3sGrZuXc7pkd3,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-20 22:00:02
NXT5LRaDSyO8qPXhj31xHbzH2,Interest,NEXO,0.00183526,NEXO,0.00183526,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-20 05:00:06
NXT1DAA1crCkc3sv1NBRT5fYF,Interest,ETH,0.00008648,ETH,0.00008648,$0.09,-,-,"approved / ETH Interest Earned",2022-06-20 05:00:06
NXT7dpUuCXYhKho4lmTJCZkRG,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-19 22:00:02
NXT4mRizwS7OPMuTAq7uIzRqN,Interest,ETH,0.00008647,ETH,0.00008647,$0.08,-,-,"approved / ETH Interest Earned",2022-06-19 05:00:07
NXT1txLRmxrbm3Oh3UmDuiqW5,Interest,NEXO,0.00183492,NEXO,0.00183492,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-19 05:00:07
NXT3UW8wXKfGKnrERSmh30SxU,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-18 22:00:03
NXT2tggNqWPS79ARQcrVaUpeb,Transfer Out,NEXO,-0.00000779,NEXO,0.00000779,$0.00,-,-,"approved / Auto Transfer from Savings Wallet to Credit Line Wallet",2022-06-18 18:34:49
NXT1hg4uZM1zsTjucolmgj7oD,Transfer Out,ETH,-0.60888054,ETH,0.60888054,$570.75,-,-,"approved / Auto Transfer from Savings Wallet to Credit Line Wallet",2022-06-18 18:34:49
NXT2JIGQnOn5fEsNDqFg3nHip,Interest,ETH,0.00015989,ETH,0.00015989,$0.17,-,-,"approved / ETH Interest Earned",2022-06-18 05:00:07
NXT1j8W91BQxr2yPgDpILwfku,Interest,NEXO,0.00183458,NEXO,0.00183458,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-18 05:00:07
NXT35b659wkuf2PbcnxcGbXmv,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-06-17 22:00:02
NXT5oundZE6eZtsoX7u90NHnR,Interest,ETH,0.00015987,ETH,0.00015987,$0.17,-,-,"approved / ETH Interest Earned",2022-06-17 05:00:07
NXT7bjsUMjRJcE12DoXGhfsw,Interest,NEXO,0.00183424,NEXO,0.00183424,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-17 05:00:07
NXT6O7cfGDh1hBPzaQREISsn8,Interest,USD,-0.70000000,-,0.00000000,$0.70,-,-,"approved / Interest",2022-06-16 22:00:03
NXT3ZVJlwa5GcxxRYsuritgBG,Interest,NEXO,0.00183390,NEXO,0.00183390,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-16 05:00:08
NXT1PZkwQUzID47d8oF5lIwHy,Interest,ETH,0.00015985,ETH,0.00015985,$0.19,-,-,"approved / ETH Interest Earned",2022-06-16 05:00:08
NXT2AyUXzg32uuyHjC47rYtnR,Interest,USD,-0.70000000,-,0.00000000,$0.70,-,-,"approved / Interest",2022-06-15 22:00:03
NXT6iC7CldGjmZVh1dlf1voCS,Interest,ETH,0.00015983,ETH,0.00015983,$0.18,-,-,"approved / ETH Interest Earned",2022-06-15 05:00:07
NXTeYDgEXana9YV4l2OodKEr,Interest,NEXO,0.00183356,NEXO,0.00183356,$0.00,-,-,"approved / NEXO Interest Earned",2022-06-15 05:00:07
NXT1Isk4glEIkanN6HNs9BgFe,Interest,USD,-0.70000000,-,0.00000000,$0.70,-,-,"approved / Interest",2022-06-14 22:00:02
NXT4sEeBKFRzC7yjGIiffXdZo,Interest,ETH,0.00015981,ETH,0.00015981,$0.18,-,-,"approved / ETH Interest Earned",2022-06-14 05:00:07
