Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT7NhEFSRdkhMWivb4USdehy,Interest,ETH,0.00008758,ETH,0.00008758,$0.11,-,-,"approved / ETH Interest Earned",2022-10-02 05:00:10
NXT2R25NAsZnw81NBKCz9ifT2,Interest,NEXO,0.00107670,NEXO,0.00107670,$0.00,-,-,"approved / NEXO Interest Earned",2022-10-02 05:00:10
NXT5GaRjYgZjUptR1oMGRPoYd,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-10-01 22:00:02
NXT3XQqyMrMlYSuj0Wz586TpD,Interest,NEXO,0.00107659,NEXO,0.00107659,$0.00,-,-,"approved / NEXO Interest Earned",2022-10-01 05:00:10
NXT3338Mm79yZtk2alKKCViDY,Interest,ETH,0.00008757,ETH,0.00008757,$0.11,-,-,"approved / ETH Interest Earned",2022-10-01 05:00:10
NXT2V00jJzztXk3nnBNz32DEs,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-30 22:00:02
NXT4P4YOoJNUwBjIu4uy3aPkB,Interest,NEXO,0.00107647,NEXO,0.00107647,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-30 05:00:11
NXT36KhF2SBI5mR22cY58nJzk,Interest,ETH,0.00008755,ETH,0.00008755,$0.11,-,-,"approved / ETH Interest Earned",2022-09-30 05:00:11
NXT1q2J5pHYif22xdRP3grRsS,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-29 22:00:03
NXT49gYSp9stQbhKncoir2iaz,Interest,ETH,0.00008754,ETH,0.00008754,$0.11,-,-,"approved / ETH Interest Earned",2022-09-29 05:00:11
NXT9gKgMVTpVdNI8OWTPGHBZ,Interest,NEXO,0.00107636,NEXO,0.00107636,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-29 05:00:11
NXTmtX9g81HiuStInPWyOFBz,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-28 22:00:02
NXT3gWPHCMVG7eKGNOKM6xtEX,Interest,NEXO,0.00107624,NEXO,0.00107624,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-28 05:00:11
NXT2EGGYysVvUPgjEuPmmDoHN,Interest,ETH,0.00008753,ETH,0.00008753,$0.11,-,-,"approved / ETH Interest Earned",2022-09-28 05:00:11
NXT6CjeQIHPKzLCRpbdE0St25,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-27 22:00:02
NXT42DvDFzDNiMf0K3EyYmiKf,Interest,NEXO,0.00107613,NEXO,0.00107613,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-27 05:00:11
NXT2c3eOeZ7HN0gsdsMq3jEbH,Interest,ETH,0.00008752,ETH,0.00008752,$0.12,-,-,"approved / ETH Interest Earned",2022-09-27 05:00:11
NXT6zfuNQ5D6xb3GhpuX0R0pV,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-26 22:00:02
NXT3uKWvFzVx9KhNlxjkgLPZX,Interest,ETH,0.00008751,ETH,0.00008751,$0.11,-,-,"approved / ETH Interest Earned",2022-09-26 05:00:11
NXTLEZUQHbxuuPi6eLNPX3nJ,Interest,NEXO,0.00107601,NEXO,0.00107601,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-26 05:00:11
NXTt4ryau7U9RDpUiIhIcRG,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-25 22:00:03
NXT6jyddTx3WKqBq5PaAf3myS,Interest,NEXO,0.00107589,NEXO,0.00107589,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-25 05:00:10
NXT4PxRaBloKDhej2tF4lXSwQ,Interest,ETH,0.00008750,ETH,0.00008750,$0.11,-,-,"approved / ETH Interest Earned",2022-09-25 05:00:10
NXT6R9qxDrwykOOubLUrBsnlx,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-24 22:00:03
NXT1s9JL5TG89U81ftV8wMozV,Interest,ETH,0.00008749,ETH,0.00008749,$0.11,-,-,"approved / ETH Interest Earned",2022-09-24 05:00:10
NXT1gyJMoy7uPSFPaN01t6yS0,Interest,NEXO,0.00107578,NEXO,0.00107578,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-24 05:00:10
NXT2iaupyEElPDEpgQngkYpgS,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-23 22:00:02
NXT7dmHVUvhw1JegS0UlKrN7B,Interest,NEXO,0.00107566,NEXO,0.00107566,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-23 05:00:11
NXT6iJIirL8T39x939Xz3OwuX,Interest,ETH,0.00008748,ETH,0.00008748,$0.11,-,-,"approved / ETH Interest Earned",2022-09-23 05:00:11
NXT7axOIu2wnWyqdJs05CKsk4,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-22 22:00:03
NXT4fa3RfAYQMtCJJCRWZVpke,Interest,ETH,0.00008747,ETH,0.00008747,$0.11,-,-,"approved / ETH Interest Earned",2022-09-22 05:00:11
NXTTSaRGULBWDhKZtMM89fSe,Interest,NEXO,0.00107555,NEXO,0.00107555,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-22 05:00:11
NXT36uWYgrh0wayLKFjKZIHh5,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-21 22:00:02
NXT5FA7tvjUOxn80WOeP4TqG4,Interest,NEXO,0.00107543,NEXO,0.00107543,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-21 05:00:10
NXT16uWmlxyz4kJXQIdplA4gW,Interest,ETH,0.00008746,ETH,0.00008746,$0.11,-,-,"approved / ETH Interest Earned",2022-09-21 05:00:10
NXT2IqUDPdNZ6wP2XLjarTYSM,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-20 22:00:03
NXT7YBS4VDbhZZPo7i5ubLt5P,Top up Crypto,ETHW,1.85902339,ETHW,1.85902339,$11.18,-,-,"approved / ETHW Airdrop",2022-09-20 16:41:04
NXT3r1ZjpMgEkU8YAQb0CP7lv,Interest,NEXO,0.00107532,NEXO,0.00107532,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-20 05:00:10
NXT3HFZznBv5rjtESL8qiWM35,Interest,ETH,0.00008745,ETH,0.00008745,$0.11,-,-,"approved / ETH Interest Earned",2022-09-20 05:00:10
NXT3gnoVpujgkRJjpS5lELTiW,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-19 22:00:02
NXT3Vis6dofVnWjwdlObcW3LU,Interest,ETH,0.00008744,ETH,0.00008744,$0.11,-,-,"approved / ETH Interest Earned",2022-09-19 05:00:10
NXT1S6n5pPWlg41pNTfwGUs4x,Interest,NEXO,0.00107520,NEXO,0.00107520,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-19 05:00:10
NXT3RZMdoeqMjkgOCfjKBtX9S,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-18 22:00:03
NXT7SoGWngoJDrYL10BQLKrPj,Interest,ETH,0.00008743,ETH,0.00008743,$0.12,-,-,"approved / ETH Interest Earned",2022-09-18 05:00:10
NXT3TfzLohV1dWfR3QyUZNwpw,Interest,NEXO,0.00107509,NEXO,0.00107509,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-18 05:00:10
NXT57PjWxfXbwaMA4FN15hNrQ,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-17 22:00:02
NXT5Tm4iTLCFPBpeBPuJs307w,Interest,ETH,0.00008742,ETH,0.00008742,$0.12,-,-,"approved / ETH Interest Earned",2022-09-17 05:00:10
NXT3EkrIoyeFJwnRbPhXn6PbU,Interest,NEXO,0.00107497,NEXO,0.00107497,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-17 05:00:10
NXT2shUI4ocKER0fsJsD9cfk2,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-16 22:00:02
NXT65FdCxEJhwQlQN56cqafvF,Interest,ETH,0.00008741,ETH,0.00008741,$0.12,-,-,"approved / ETH Interest Earned",2022-09-16 05:00:09
NXT2MIqKHPy7XInbqMVinqBFt,Interest,NEXO,0.00107485,NEXO,0.00107485,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-16 05:00:09
NXT2XViG0aRdWhKRxQZISDUjH,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-15 22:00:02
NXT3B6CNoTSeo8JunsPVX7sCo,Interest,NEXO,0.00107474,NEXO,0.00107474,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-15 05:00:10
NXT2zY1gZR0Yk90Cozz8l83sT,Interest,ETH,0.00008740,ETH,0.00008740,$0.14,-,-,"approved / ETH Interest Earned",2022-09-15 05:00:10
NXT2WsSKMSO9l6KnqJypYj9xc,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-14 22:00:02
NXT3DtG2FUkP9ShLbFsHGGkWh,Interest,NEXO,0.00107462,NEXO,0.00107462,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-14 05:00:10
NXT197DGABncpHWvd6MkWIwNJ,Interest,ETH,0.00008739,ETH,0.00008739,$0.14,-,-,"approved / ETH Interest Earned",2022-09-14 05:00:10
NXT1LrqBLfV2ZHhGRZAm8cGzk,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-13 22:00:02
NXT5zCCrsc03arDq9DLrDKqKR,Interest,ETH,0.00008738,ETH,0.00008738,$0.14,-,-,"approved / ETH Interest Earned",2022-09-13 05:00:09
NXT4J6z0AtcrY20RAMP4TmfPv,Interest,NEXO,0.00107451,NEXO,0.00107451,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-13 05:00:09
NXT3uHCWRbR5RCyKdRhDRg56F,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-12 22:00:02
NXT7TG9bSI0q0mX9wVzLiEYME,Interest,NEXO,0.00107439,NEXO,0.00107439,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-12 05:00:09
NXTo63obdnpjkO9ZfXHNP5o,Interest,ETH,0.00008736,ETH,0.00008736,$0.15,-,-,"approved / ETH Interest Earned",2022-09-12 05:00:09
NXT2772I58iAE2fvVp14TmtPf,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-11 22:00:02
NXT4tRBmCMOmUZS2wCgzVVQC7,Interest,NEXO,0.00107428,NEXO,0.00107428,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-11 05:00:09
NXT4dMIHIHcAi8bZcqqwv7knW,Interest,ETH,0.00008735,ETH,0.00008735,$0.15,-,-,"approved / ETH Interest Earned",2022-09-11 05:00:09
NXT3KImnzS7nQQTTXwNvlPO4a,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-10 22:00:02
NXT6VM9RRBpFeSXGDbvLbeUqH,Interest,NEXO,0.00107416,NEXO,0.00107416,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-10 05:00:09
NXT4vxwrlk0UWXIZ1gFG4ov83,Interest,ETH,0.00008734,ETH,0.00008734,$0.15,-,-,"approved / ETH Interest Earned",2022-09-10 05:00:09
NXT6vrcEcQ3unWDVyNhdDfz6Q,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-09 22:00:02
NXT3GbV0h79mUi6dlZwvg7wGM,Interest,NEXO,0.00107405,NEXO,0.00107405,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-09 05:00:14
NXT2CAU31JGDLIh6TFa6kXVMc,Interest,ETH,0.00008733,ETH,0.00008733,$0.14,-,-,"approved / ETH Interest Earned",2022-09-09 05:00:14
NXT5t3PR3O5Q8XPC9rgDUJWkR,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-08 22:00:02
NXT7QSrLw4H8wsFqlojmG9TVJ,Interest,ETH,0.00008732,ETH,0.00008732,$0.14,-,-,"approved / ETH Interest Earned",2022-09-08 05:00:10
NXT1kUYDXJfKRXKdC0uBaQ7cl,Interest,NEXO,0.00107393,NEXO,0.00107393,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-08 05:00:10
NXT1TKIC0ZmDRKDTML2FENZA7,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-07 22:00:02
NXT3DiaVLL2UY4r7cmpeZOOsH,Interest,NEXO,0.00107382,NEXO,0.00107382,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-07 05:00:10
NXT396iU3nT7xaTzkAjHkRZ1q,Interest,ETH,0.00008731,ETH,0.00008731,$0.13,-,-,"approved / ETH Interest Earned",2022-09-07 05:00:10
NXT3w1n5xWcmFKQuaZFKy76n0,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-06 22:00:02
NXT4mW8lroMSdnc925NRELa70,Interest,ETH,0.00008730,ETH,0.00008730,$0.14,-,-,"approved / ETH Interest Earned",2022-09-06 05:00:10
NXT35VdlgvSK68CYCuOCJX7If,Interest,NEXO,0.00107370,NEXO,0.00107370,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-06 05:00:10
NXT2prnjJz3IivPgRCfN021bW,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-05 22:00:02
NXT6CVPx2SNO5WTQtxIaFIJhm,Interest,ETH,0.00008729,ETH,0.00008729,$0.13,-,-,"approved / ETH Interest Earned",2022-09-05 05:00:08
NXT35nVFYtUvhbVtjwU54UPUq,Interest,NEXO,0.00107359,NEXO,0.00107359,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-05 05:00:08
NXT3gPZkLpDN0biY8h0UIWHlJ,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-04 22:00:02
NXT3ynFyLvMGbasjkPJij3tE3,Interest,ETH,0.00008728,ETH,0.00008728,$0.13,-,-,"approved / ETH Interest Earned",2022-09-04 05:00:08
NXTUi6Vr3I7PAccfIFC0SA4z,Interest,NEXO,0.00107347,NEXO,0.00107347,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-04 05:00:08
NXT3e026dFf5OPkaSe6sUd8U2,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-03 22:00:02
NXT65a5iPIMvzwSOYRu9PA37D,Interest,ETH,0.00008727,ETH,0.00008727,$0.13,-,-,"approved / ETH Interest Earned",2022-09-03 05:00:08
NXT1a4YzYUud1dI7XqDUbIGtV,Interest,NEXO,0.00107335,NEXO,0.00107335,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-03 05:00:08
NXT3WRPVeJP6gJ3gXhWOpjwNO,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-02 22:00:02
NXT4mmReY31ELJ8BwfFPTxpiQ,Interest,ETH,0.00008726,ETH,0.00008726,$0.13,-,-,"approved / ETH Interest Earned",2022-09-02 05:00:09
NXTj9Q3AB9TNMgoElt0MU63M,Interest,NEXO,0.00107324,NEXO,0.00107324,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-02 05:00:09
NXT403EMw08INfIZX9P9mVp8Q,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-09-01 22:00:02
NXT36UZ3oBTGzxBtiERBQEJku,Interest,ETH,0.00008725,ETH,0.00008725,$0.13,-,-,"approved / ETH Interest Earned",2022-09-01 05:00:08
NXTiysbbpnNv3RAVmuiuutsr,Interest,NEXO,0.00107312,NEXO,0.00107312,$0.00,-,-,"approved / NEXO Interest Earned",2022-09-01 05:00:08
NXT1C59nQ6uRJgYJdE8VhGj7W,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-31 22:00:02
NXTlEZK0rc4W4pvx9zK46E0u,Interest,NEXO,0.00107301,NEXO,0.00107301,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-31 05:00:07
NXTioe7APLK7jXhjmq57yX2W,Interest,ETH,0.00008724,ETH,0.00008724,$0.14,-,-,"approved / ETH Interest Earned",2022-08-31 05:00:07
NXT2LpSQQxmvH5rhv32IBNtgQ,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-30 22:00:02
NXT3WXuumAnwN3eVyCaWm0Ogj,Interest,ETH,0.00008723,ETH,0.00008723,$0.13,-,-,"approved / ETH Interest Earned",2022-08-30 05:00:10
NXT2Lvzb7t82K9apSNxE9OTgd,Interest,NEXO,0.00107289,NEXO,0.00107289,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-30 05:00:10
NXTrve5rtKGLHtDJvMC6SuFs,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-29 22:00:02
NXT6DcVMpjPpvfJap81ieVXee,Interest,NEXO,0.00107278,NEXO,0.00107278,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-29 05:00:11
NXT2EVxGlMRfZ2QZeBNHdnZ23,Interest,ETH,0.00008722,ETH,0.00008722,$0.12,-,-,"approved / ETH Interest Earned",2022-08-29 05:00:11
NXT1N6hnxcYKjczWjl0wvwCQV,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-28 22:00:02
NXT5wW81MKotvYFJ8zSqbX2EL,Interest,NEXO,0.00107266,NEXO,0.00107266,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-28 05:00:11
NXT4hYP0xPjMRiFNP2zBNI3tq,Interest,ETH,0.00008721,ETH,0.00008721,$0.12,-,-,"approved / ETH Interest Earned",2022-08-28 05:00:11
NXT4jTnwmLKQwgJSPSutKNBJh,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-27 22:00:03
NXT7MvHA44hlW0qFNpvjQXJzw,Interest,ETH,0.00008720,ETH,0.00008720,$0.13,-,-,"approved / ETH Interest Earned",2022-08-27 05:00:10
NXT1WtliVUgPQ7mOuZGn0ItZD,Interest,NEXO,0.00107255,NEXO,0.00107255,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-27 05:00:10
NXT3yXCLVxaZqzSp6CokGz1jD,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-26 22:00:02
NXT6kuSiuC3hSTbBtrkRJSssn,Interest,NEXO,0.00107243,NEXO,0.00107243,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-26 05:00:10
NXTNv9USWhbadm60NpJrBvJE,Interest,ETH,0.00008719,ETH,0.00008719,$0.14,-,-,"approved / ETH Interest Earned",2022-08-26 05:00:10
NXT4mdplmlN29WsvO9zRIcHZ2,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-25 22:00:03
NXT5fKK4Aiu8m7hflm0nEF2Gy,Interest,NEXO,0.00107232,NEXO,0.00107232,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-25 05:00:11
NXT9UR0T9nLrOIwFW5nWZrco,Interest,ETH,0.00008718,ETH,0.00008718,$0.14,-,-,"approved / ETH Interest Earned",2022-08-25 05:00:11
NXT16TpO73taE4sgpylzfuprh,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-24 22:00:02
NXT3YIcPnwV2eeiFXkVa6E4S5,Interest,ETH,0.00008716,ETH,0.00008716,$0.14,-,-,"approved / ETH Interest Earned",2022-08-24 05:00:10
NXT2VrqOyvMhI73hrJRibkEHA,Interest,NEXO,0.00107220,NEXO,0.00107220,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-24 05:00:10
NXT5unRPfu6JZAYrSABXPTvL0,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-23 22:00:02
NXT3faPjhSeZxCHYHOwL8Pi1f,Interest,ETH,0.00008715,ETH,0.00008715,$0.14,-,-,"approved / ETH Interest Earned",2022-08-23 05:00:10
NXT2jNIlwKlY8onzlBQimrRzm,Interest,NEXO,0.00107209,NEXO,0.00107209,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-23 05:00:10
NXT3SsJlaKADNtZJFBAdvi0Vb,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-22 22:00:02
NXT6xiTIEvzlIUk1VKGUacmpy,Interest,ETH,0.00008714,ETH,0.00008714,$0.14,-,-,"approved / ETH Interest Earned",2022-08-22 05:00:10
NXT20nrrzxej91RycZ37qrSCs,Interest,NEXO,0.00107197,NEXO,0.00107197,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-22 05:00:10
NXT2hnZ3Sg1vSSKRhoxypm94U,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-21 22:00:03
NXT5fkyLj6ylMuLDccPTGacXu,Interest,ETH,0.00008713,ETH,0.00008713,$0.13,-,-,"approved / ETH Interest Earned",2022-08-21 05:00:09
NXT2n6ewIeY4sZYoVvjZYMvIL,Interest,NEXO,0.00107186,NEXO,0.00107186,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-21 05:00:09
NXT2tSZNALTa9HO3OP5B22zPY,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-20 22:00:02
NXT62F6OFWP4i3n0LgJlQ69EB,Interest,ETH,0.00008712,ETH,0.00008712,$0.14,-,-,"approved / ETH Interest Earned",2022-08-20 05:00:09
NXT55zZxEhmxoSejt42RjzYYe,Interest,NEXO,0.00107174,NEXO,0.00107174,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-20 05:00:09
NXTvciNSs0gXPUE9jnLds5o1,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-19 22:00:02
NXT3wctoOxZfjDChIbbt0nNSc,Interest,NEXO,0.00107163,NEXO,0.00107163,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-19 05:00:09
NXT13NuQyrCzVLPuoaPhinnK3,Interest,ETH,0.00008711,ETH,0.00008711,$0.15,-,-,"approved / ETH Interest Earned",2022-08-19 05:00:09
NXT4WoLIcvPkS08i0p5p2l6IO,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-18 22:00:02
NXT6Yq6g7K4lJGqDpVLdW4OQX,Interest,ETH,0.00008710,ETH,0.00008710,$0.16,-,-,"approved / ETH Interest Earned",2022-08-18 05:00:09
NXT5SCwjQGZeyOmWygH73pEJH,Interest,NEXO,0.00107151,NEXO,0.00107151,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-18 05:00:09
NXT1d7Vk88zoi4QoGynaVQ51R,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-17 22:00:02
NXT3LU9clUPBahGbh5fvf3KW4,Interest,NEXO,0.00107140,NEXO,0.00107140,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-17 05:00:09
NXT3LQCDCqVLtr5RFofodXvgc,Interest,ETH,0.00008709,ETH,0.00008709,$0.16,-,-,"approved / ETH Interest Earned",2022-08-17 05:00:09
NXT6V0ZDM8NhdF9yVWa7FYWK3,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-16 22:00:02
NXT7b7305vWwnMmhvFM2xPYMJ,Interest,ETH,0.00008708,ETH,0.00008708,$0.16,-,-,"approved / ETH Interest Earned",2022-08-16 05:00:09
NXT3ZDHtchX7OCoZwwtafLxLx,Interest,NEXO,0.00107128,NEXO,0.00107128,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-16 05:00:09
NXT4Sn32r6rU1ICClvipdemcg,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-15 22:00:02
NXT6Z5sciunsG6lMOCSCLAbWW,Interest,ETH,0.00008707,ETH,0.00008707,$0.17,-,-,"approved / ETH Interest Earned",2022-08-15 05:00:09
NXT6Dke8Z8j6SBfRnJH4deDqu,Interest,NEXO,0.00107117,NEXO,0.00107117,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-15 05:00:09
NXT3n0LuKJLqavv34BFyNOy3m,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-14 22:00:02
NXT33eGG8oOKuJFltxGEAyr5p,Interest,ETH,0.00008706,ETH,0.00008706,$0.17,-,-,"approved / ETH Interest Earned",2022-08-14 05:00:08
NXT2fxVcXTrh5dqxHo0XXafUl,Interest,NEXO,0.00107105,NEXO,0.00107105,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-14 05:00:08
NXTwZO172ZImrDQ663yea1w7,Interest,USD,-0.72000000,-,0.00000000,$0.72,-,-,"approved / Interest",2022-08-13 22:00:02
NXT3PzsFco6fp1b8FkMIai2U3,Interest,NEXO,0.00107094,NEXO,0.00107094,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-13 05:00:08
NXT23dUkzKafZH5s2CZEx86RZ,Interest,ETH,0.00008705,ETH,0.00008705,$0.17,-,-,"approved / ETH Interest Earned",2022-08-13 05:00:08
NXT1ivMOC05ehONNsPH4XDjQ4,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-12 22:00:02
NXT4I0BWtPgNAR5tXOTpvGix5,Interest,NEXO,0.00107082,NEXO,0.00107082,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-12 05:00:08
NXTTA2qTfLqWmj5JNbIIs5KS,Interest,ETH,0.00008704,ETH,0.00008704,$0.16,-,-,"approved / ETH Interest Earned",2022-08-12 05:00:08
NXT40ChNbWdM4N76dhdQfP0zB,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-11 22:00:03
NXT74rsu4fQMOvugADPCkzXpP,Interest,ETH,0.00008703,ETH,0.00008703,$0.16,-,-,"approved / ETH Interest Earned",2022-08-11 05:00:07
NXT1JtTgbDUHypMmaR2MhBU2K,Interest,NEXO,0.00107070,NEXO,0.00107070,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-11 05:00:07
NXT4TVxwbGHzLnGJO8BX34lMx,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-10 22:00:02
NXT1sSXe0gsAfwkmDpSEenAv7,Interest,NEXO,0.00107059,NEXO,0.00107059,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-10 05:00:07
NXT1n3bAvQhJ3mqQovSSjav0M,Interest,ETH,0.00008702,ETH,0.00008702,$0.14,-,-,"approved / ETH Interest Earned",2022-08-10 05:00:07
NXT6kX5RIh3vAo8gebZ2cKiCJ,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-09 22:00:02
NXTrt8kYDBIkIleqxHFag6w1,Interest,ETH,0.00008701,ETH,0.00008701,$0.15,-,-,"approved / ETH Interest Earned",2022-08-09 05:00:11
NXTO9ktbin6U7e43flNI2fkx,Interest,NEXO,0.00107047,NEXO,0.00107047,$0.00,-,-,"approved / NEXO Interest Earned",2022-08-09 05:00:11
NXT9dZQrrSgxPQyVVtnrm7ix,Interest,USD,-0.71000000,-,0.00000000,$0.71,-,-,"approved / Interest",2022-08-08 22:00:02
NXT7n0xy0SZ1BmOYobxUX5qw2,Interest,ETH,0.00008700,ETH,0.00008700,$0.14,-,-,"approved / ETH Interest Earned",2022-08-08 05:00:10
